dept_names,dept_index
UMH PROJECT/EQUIPMENT SUPPORT,3145
UMH G-RAHS SCARLETT MIDDLE SCH,3146
INFORMATION TECHNOLOGY,3147
BUS & INDUST ASST DIV,3148
UMH OFFICE OF THE COO,3149
UMH NON-CONTRACT OTHER H.O. IM,3150
UMH CLINICAL SOCIAL WORK,3151
ROSS SCH ENTREPRENEURIAL PGRM,3152
ROSS SCH COMMUNICATIONS,3153
ROSS SCH CNTR FOR INTL BUS ED,3154
UMH CC MARKETING,3155
DBN SCH OF ED-CDC KINDERGARTEN,3156
UMH LMS-WEB BASED EDUCATION,3157
UMH PALLIATIVE CARE CONSULTING,3158
UMH TCS,3159
HEALTH SYSTEM COMPLIANCE,3160
DBN ENRLMT MGMT & STUDENT LIFE,3161
LIBRARY PS GENERAL,3162
UMH CARDIAC SURG OR/FL COVER,3163
UMH CANTON CARDIOLOGY TECH,3164
UMH PSYCH CHAIR'S OFFICE,3165
DPS FIRE SAFETY,3166
UMH H.O. PEDS - MED GENETICS,3167
ROSS SCH RESEARCH SUPPORT,3168
UMH MICHIGAN BOWEL CONTROL PGM,3169
HOUSING-SUPPORT SERVICES,3170
UMH H.O. FELLOWS FAMILY MED,3171
STUDENT AFFAIRS-DENTISTRY,3172
UMH PHARMACY ICARE PROGRAM,3173
UMH G-RAHS YPSI EAST MIDDLE SC,3174
UMH BHC CARDIOLOGY TECH,3175
DBN STUDENT INFORMATION SYSTEM,3176
UMH EQUIPMENT MAINTENANCE SVCS,3177
UMH RAHS SCARLETT MIDDLESCHOOL,3178
HYDROGEN ENERGY TECHNOLOGY LAB,3179
UMH NETWORK & NCCN,3180
UMH OTO LIV CLIN - TECH,3181
UMH AUDIOLOGY,3182
UMH - HIM DOC & RECORD MGT,3183
CTR FOR INST DIVERSITY,3184
FAC GROUP PRACTICE OPERATIONS,3185
UMH PR& MC/PHYSICIAN &CONSUMER,3186
PLB/PROCUREMENT,3187
PLB/ACCOUNTS PAYABLE,3188
UMH EAST ANN ARBOR MPC,3189
UMH PSYCH DEPRESSION CENTER,3190
MICHIGAN MARKETING AND DESIGN,3191
ROSS SCH MAP,3192
UMH OBSERVATION UNIT,3193
UMH ACS REIMBURSEMENT,3194
"METABOLISM, ENDO & DIABETES",3195
INT. MED H.O. ASSISTANTS,3196
EMERGENCY MEDICINE ADMIN,3197
DPS STAFF SERVICES,3198
UMH - HIM COMPLIANCE & AUDITIN,3199
MAIS SHARED SERVICES,3200
UMH CVC ADVANCED PRACTICE TEAM,3201
UMH EAST ANN ARBOR OPER ROOM,3202
UMH UMATS PROGRAM,3203
UMH FAMILY MED AT DOMINOS FARM,3204
LSA UG: MICH RESEARCH COMM,3205
UMH WOUND CARE NURSING INPTNT,3206
STRATEGIC CONTRACTS DIRECT,3207
UMH QI ACCREDITATION,3208
UMH - HIM CODING,3209
LSA UNDERGRADUATE EDUCATION,3210
MBS DOCUMENT IMAGING,3211
UMTRI-AUTOMOTIVE ANALYSIS DIV.,3212
MI NANOTECHNOLOGY INSTITUTE,3213
LSA UG: EXHIBIT MUSEUM,3214
PRINT & COPY CONTRACTS,3215
UM WORK LIFE PROGRAM,3216
UMH QI MICHIGAN QUALITY SYSTEM,3217
UMH - HIM RECORD ANALYSIS & CO,3218
SRO FINANCIAL GROUP,3219
LSA DEAN'S OFFICE: FINANCE,3220
MEDIA RELATIONS/PUBLIC AFFAIRS,3221
MBS MAIL SERVICES,3222
UMH LIV VEIN CTR CVIF 145,3223
LEARNING MANAGEMENT SERVICE,3224
MI METABOLICAL & OBESITY CTR,3225
ROSS SCH BBA PROGRAM,3226
UMH- HIM ADMINISTRATION,3227
CCMB-INITIATIVES,3228
ROSS SCH EVENING MBA PROGRAM,3229
UMH CVC-5,3230
MBS COPY CENTERS,3231
UMH CC CANTON INFUSION,3232
FLINT CNT FOR CIVIC ENGAGEMNT,3233
UMH - ORTHO SPORTS MEDICINE TE,3234
UM HEALTH & WELL-BEING SVCS,3235
NWC APARTMENTS,3236
MC PROVIDER RELATIONS,3237
MBS PRINTING SERVICES,3238
UMH MCIT QUALITY ASSURANCE,3239
AVPF - HUMAN RESOURCES OFFICE,3240
LSA UG:OFFICE INTERNTNL PRGMS,3241
PLB VENDING,3242
HOUSING-INFORMATION,3243
DPS AUXILIARY SERVICES,3244
OFC SR VICE PROV ACAD & EDUC,3245
COE ADMIN SPONSORED PROJECTS,3246
DBN PUBLIC SAFETY & ENV HEALTH,3247
UMH NSD UNIT,3248
UMH EAST ANN ARBOR SURG ADMIN,3249
COMPUTATIONAL MEDICINE AND BIO,3250
CARSS,3251
CENTRAL ADMINISTRATION,3252
MC UTILIZATION MANAGEMENT,3253
UMH PR&MC ADMINISTRATION,3254
UMH MFIT CORPORATE WELLNESS,3255
UMH KEC CANTON PRO,3256
LSA STUDY OF COMPLEX SYSTEMS,3257
RETAIL DINING,3258
MC QUALITY IMPROVEMENT,3259
UMH ORAL SURGERY CLEARING ACCT,3260
MC MEMBER SERVICES,3261
UMH PSYCH CLINIC-OUTPATIENT,3262
ROSS SCH-GLOBAL BUS PARTNRSHIP,3263
FLINT HONORS,3264
MICHIGAN PRODUCTIONS,3265
UMH QI - GTMLP,3266
UMH OSA-SPINE PRO,3267
ROSS SCH OFC OF CAREER DEVEL,3268
UMH MFIT ADMINISTRATION,3269
UMH NSA BRACHIAL PLEXUS PRGM,3270
NWC APTS ENVIRON SVCS,3271
UMH FETAL SURGERY,3272
UMH - HIM PROBLEM SUMMARY LIST,3273
UMH H.O. FELLOWS EMERGENCY MED,3274
MC CLINICAL PERFORMANCE MGMT,3275
ELI TESTING AND CERT DIV,3276
MC FINANCIAL SERVICES,3277
UMH UROLOGY LIV CLIN - TECH,3278
UMH FOOD PROCURE/PRODUCTION,3279
LSA DEAN: FACILITIES - USB,3280
UMH INSTIT ACTIVATION PLANNING,3281
MC SALES MANAGEMENT,3282
MICH COMPREHEN DIABETES CNTR,3283
UMH BRIGHTON OPTICAL SHOP,3284
UMH CONTRACT SERVICES PROGRAMS,3285
UMH G-RAHS STONE HIGH SCHOOL,3286
FOIA-OPERATING,3287
HOUSING-BUSINESS & FINANCE,3288
UMH PEDS PULMONARY NP,3289
GRAHAM ENVIRON. SUSTAIN. INST.,3290
COMMUNITY LEARNING CENTERS,3291
MI MEMORIAL PHOENIX ENERGY INS,3292
UMH H.O. FELLOWS OTOLARYNGOLOG,3293
AEC PROJECT MANAGEMENT,3294
CSR AMBULATORY CARE,3295
MSA DIVERSITY & CAREER DEVELOP,3296
ORTHOPEDIC SURGERY,3297
LIBRARY TECHNICAL SERVICES,3298
DBN CASL-BIOLOGICAL SCIENCES,3299
UMH MICHIGAN MEDICAL GNTCS LBS,3300
MSA INSTITUTIONAL REVIEW BOARD,3301
UMH MCIT CUSTOMER DEVICE SUP,3302
UMH MCIT BUS INTEL ADMIN,3303
UMH CARDIOVASCULAR CENTER 4,3304
UMH OPERATING ROOMS - CVC,3305
UMH MCIT CUSTOMER SERVICES,3306
PROCUREMENT,3307
LSA BIOPHYSICS,3308
CAPACITY MGT,3309
UMH CARDIOVASCULAR MEDICINE AT,3310
UMH MCIT CAREWEB COMPLEX APPS,3311
UMH BMT INPATIENT NP/PA,3312
MICH INST FOR CLIN & HLTH RESR,3313
PROCUREMENT ACCOUNTS PAYABLE,3314
UMH CVC-ICU,3315
UMH MCIT CLINICAL APP PROG,3316
MED CTR DEV - ALUMNI RELATIONS,3317
STUDENT AFFS ASSOC VP-FIN & HR,3318
UMH MCIT DEVICE ENGR & SUP ADM,3319
MSA PIBS,3320
CVC CLINIC,3321
INSTRUCTIONAL SUPPORT SERVICES,3322
UMH MCIT DEPARTMENTAL SERVICES,3323
OROFACIAL PAIN CLINIC,3324
MSA DEAN'S OFFICE,3325
MSA RESCH & GRAD ADMIN,3326
MSA MEDICAL EDUCATION,3327
UMH MCIT REVENUE CYCLE APPS,3328
MSA CONTRACTING,3329
EMERGENCY MEDICINE UM ADULT,3330
GERIATRICS SOCIAL WORK,3331
ORAL SURGERY AT HOSP CLINIC,3332
MSA MSIS,3333
UMH RADIOLOGY CVC- ANGIO/IR,3334
CVC -DIAGNOSTIC VASCULAR UNIT,3335
ROSS SCH TAUBER INSTITUTE,3336
UNIVERSITY PRESS 08-09,3337
UMH MCIT BUSINESS APPLICATIONS,3338
ROSS SCH ADMISSIONS,3339
UMH PAGING & INFORMATION SVCS,3340
EMERGENCY MEDICINE HURLEY,3341
UMH MCIT BUSINESS ANALYSIS,3342
UMH MCIT BUS INTELLIGENCE SUP,3343
UMH MCIT ENT DEVICE ENGR MGMT.,3344
MSA FINANCE,3345
BIOMEDICAL RESEARCH CORE FAC.,3346
UMH MCIT CAREWEB PROG & APP,3347
EMERGENCY MEDICINE FOOTE,3348
MSA CLINICAL AFFAIRS OFFICE,3349
MSA OFFICE OF STUDENT PGMS,3350
CTO-PHASE 1,3351
MED CTR DEV - EVENTS,3352
UMH REIMBURSEMENT & RATE SETTI,3353
CTO- ADMINISTRATION,3354
MED CTR DEV - MAJOR GIFTS,3355
UG: INTERGROUP RELATIONS,3356
UMH PSYCH BILLING,3357
UMH MCIT PHARMACY IT,3358
UMH DOMINOS ALLERGY CLINIC,3359
MEDICAL DEVELOPMENT COMMUNICAT,3360
MSA FACULTY AFFAIRS,3361
UMH MCIT RELATIONAL DB SERV,3362
UMH PACU - CVC,3363
UMH MCIT BUSINESS MGMT,3364
MSA FACILITIES,3365
UMH MCIT CAREWEB COMPLEX PLN,3366
UMH MCIT TECHNICAL OP SVCS,3367
FLINT EVENTS & BLDG SERVICES,3368
UMH MCIT ENT HOSTING SERVS,3369
UMH MCIT PROJECT MGMT OFFICE,3370
COE TAUBER INSTITUTE,3371
EMERGENCY MEDICINE UM CES,3372
MSA EXECUTIVE ADMINISTRATION,3373
PSYCHIATRY-ASAP,3374
SOCIETY RSRCH-CHILD DEVELOPMNT,3375
UMH MCIT RADIOLOGY IT,3376
CTO- BONE MARROW TRANSPLANT,3377
CTO- SOLID TUMORS/GI/SARCOMA,3378
UMH PULMONARY HYPERTENSION,3379
DBN FINANCIAL &BUDGET SERVICES,3380
ROSS SCH MKTG COMMUNICATIONS,3381
UMH NEPH ACCESS COORDINATORS,3382
UMH MCIT VOICE INFRASTRUCTURE,3383
FLINT-INTERNAT. STUDENT CENTER,3384
UMH TEAM 7 CANCER CENTER,3385
FLINT ACAD ADVISING&CAREER CTR,3386
UMH RADIOLOGY CVC OP BEN IMAGI,3387
MSA HUMAN RESOURCES,3388
UMH MCIT CLINICAL ANLS GROUP 2,3389
CTO- LIQUID TUMORS/LUMPTH/MYE,3390
UMH KEC MILFORD OPTICAL SHOP,3391
UMH MCIT CLINICAL ANLS GROUP 1,3392
UMH MCIT CAPITAL ADMIN,3393
MAIS IMG SVCS,3394
CTO- BREAST / GYN,3395
COE INTERNATIONAL PROGRAMS,3396
CTO- REGULATORY,3397
UMH MCIT CLINICAL SYS MGMT,3398
UMH BHC ORTHO/SURG TECH,3399
MSA EXECUTIVE ASSOC. DEAN'S OF,3400
ROSS SCH ZELL LURIE INSTITUTE,3401
MSA GLOBAL REACH,3402
UMH MCIT PROCESS MANAGEMENT,3403
PEDIATRIC BARIATRIC SURGERY,3404
MBS AUX SRVCS - GRN RD RENTAL,3405
UMH MCIT QUALITY & CHANGE CNTL,3406
UMH MCIT CUSTOMER APPL MGMT,3407
UMH GC SOC WORK & COMM PRGM,3408
MSA COMMUNICATIONS,3409
MSA ENABLING TECHNOLOGIES,3410
CTR FR TRANSLATIONAL PATHOLOGY,3411
UMH CANCER CENTER GIFTS,3412
UMH MCIT BUS SYS MGMT ADM,3413
UMH OPHTHY GENERAL CLINIC,3414
UMH CVC-NURSING DIRECTOR,3415
ROSS SCH EAST ASIA GMBA,3416
CELLULAR & MOLECULAR BIOLOGY,3417
ROSS SCH HUMAN RESOURCES,3418
UMH BRIGHTON SPINE PROGRAM,3419
FLINT MASTER OF LIB STUDIES,3420
EDUCATION AND WELL BEING,3421
UMH NSA SPLIT FUND INDIRECT,3422
UMH MCIT CDR,3423
MED CTR DEV - ADMINISTRATION,3424
PED BARIATRIC COMP WEIGHTLOSS,3425
UMH PEDIATRIC SPLIT FUND,3426
UMH DOMINO'S FARMS - DVU,3427
GRANT REVIEW AND ANALYSIS,3428
ROSS SCH NONPROFIT/PUB MGT CTR,3429
CTO- OTHER,3430
UMH MCIT INTERFACE SERVICES,3431
UMH AMBULATORY CARE INFO SYS,3432
MED CTR DEV - PATIENT FACILITA,3433
UMH OPS & ANCILLARY SVCS ADMIN,3434
CTO- GENITO URINARY,3435
CONFERENCES AND MARKETING,3436
ROSS SCH NQRC & ACSI,3437
UMH RAHS STONE HIGH SCHOOL,3438
MED CTR DEV -STRATEGIC INITIAV,3439
UMH MCIT INFRA & SYS OPS,3440
UMH MCIT APPL ARCHITECTURE,3441
CTO-MULTISITE,3442
NEUROSCIENCE GRADUATE PROGRAM,3443
FACIAL PLASTICS AND RECON SURG,3444
UMH PEDS HOSPITALIST,3445
FLINT OTHER INSTITUTIONAL SUPP,3446
SON-(DIV III) DIV OF NURSING,3447
MICHIGAN HEALTHQUARTERS,3448
ROSS SCH LEADERSHIP PROGRAMS,3449
UMH URO SPLIT FUND,3450
UMH MICHIGAN HEARING,3451
COE RESEARCH CENTER,3452
ISR-BUSINESS SERVICES,3453
UMH CIF  HCM CLINIC,3454
UMH- EAST ANN ARBOR RAD,3455
COE EECS - CSE DIVISION,3456
UMH - RADIOLOGY UH,3457
LEADERSHIP GIFTS & PRES ACT,3458
UMH UM-CARELINK,3459
BUILDING SERVICES,3460
CENTRAL STAFFING RESOURCE,3461
UMH BUSINESS SERVICES,3462
UMH MCIT MED CNTR DEVICE SUP,3463
ROSS SCH STUDENT AFFAIRS,3464
UMH SPIRITUAL CARE,3465
COE OFFICE OF STUDENT AFFAIRS,3466
UMH MIDLVL PRVD STAFF SAL/BEN,3467
MICHR - CLINICAL RESEARCH UNIT,3468
PROCUREMENT SERVICES,3469
UMH SOUTH MAIN ORTHO/SURG TECH,3470
ACCOUNTS PAYABLE,3471
UMH EAST ANNARBORHEALTH CENTER,3472
DBN CASL COLLEGE-WIDE PROGRAMS,3473
UMH -ADMISSIONS BED COORDINATE,3474
UMH CHELSEA HEALTH CENTER,3475
UMH- CANCER CENTER RAD,3476
COE EECS - ECE DIVISION,3477
UMH YPSILANTI HEALTH CENTER,3478
MAIS BUSINESS INTELLIGENCE,3479
UMH MCIT IMAGING AND DOC MGMT,3480
UMH - RADIOLOGY - MOTT,3481
UMH GEN SURG CLINIC - TECH,3482
IRLEE,3483
DBN-LANGUAGE CULTURE COMMUNCTN,3484
UHM NSG CAP,3485
WASTE MGMT SRVC,3486
MSA OFFICE OF RESEARCH,3487
UMH PERFUSION SERVICES - CVC,3488
GROUNDS SERVICES,3489
MHC ADMINISTRATION,3490
UMH HO FELLOWS DERMATOLOGY,3491
NEWS SERVICE,3492
SOD DEV & ALUMNI RELATIONS,3493
UMH- CVC RAD,3494
SOE- TEACHER EDUCATION,3495
UMH MCIT REMOTE BUS DEVICE SUP,3496
FLINT INTERNATIONAL CENTER,3497
"DBN-LITERATURE,PHILOSOPHY&ARTS",3498
UMH- BRIARWOOD RAD,3499
UMH- TAUBMAN RAD,3500
UMH-T CTR FOR INTERV PAIN MED,3501
FLINT  DEPT. OF CHEM/BIOCHEM,3502
UMH- BRIGHTON RAD,3503
UMH- UM- CARELINK - CLIN DOC,3504
SURGERY PRE-OP CENTER,3505
FLINT STUDENT HOUSING,3506
UMH TRAINING AND EDUCATION CVC,3507
UMH CANCER CENTER CALL CENTER,3508
UMHBRIARWOOD HEALTH ASSOCIATES,3509
UMH MCIT REMOTE CLN DEVICE SUP,3510
MHC WELLNESS & RISK REDUC SVCS,3511
UMH PED CHRONIC DIALYSIS,3512
UMH TRAINING & EDUCATION MOTT,3513
MAIS CAPITAL PROJECTS,3514
COE RESOURCE PLANNING & MGMT,3515
NEWS SERVICE - URECORD,3516
STRATEGIC CONTRACTS,3517
UMH MCIT POCDR PROJECT,3518
COE-IT ADMIN/OPERATING,3519
PEST MANAGEMENT SERVICES,3520
UMH- DOMINO'S RAD,3521
UMH OFFICE OF CONTROLLER,3522
UMH LIVONIA HEALTH CENTER,3523
UMH TRAINING AND EDUCATION UH,3524
COE-IT CAC,3525
UMH- MOTT PRE-OPERATIVE CLINIC,3526
SOE-COMM/DEV/OUTRCH,3527
UMH PR&MC/MARKETING,3528
REGULATORY AFFAIRS,3529
UMH 8D INTERMEDIATE,3530
HEAVY EQUIP GAR,3531
"RHINOLOGY, LARYNGOLOGY, ENT SS",3532
UMH IMAGE GUIDED SURGERY,3533
UMH CARDIAC SURGERY VAD PRGM,3534
UMH CHOICES,3535
FINANCE HUMAN RESOURCES OFFICE,3536
SPECTRUM CENTER,3537
UMH PEDIATRIC OTO CLINIC,3538
SRC-SURVEYS OF CONSUMERS,3539
GRADUATE/POSTDOC PGM ADMIN,3540
UMH- CANTON RAD,3541
UMH MCIT PDA INFRASTRUCTURE,3542
PRINTING SERVICES,3543
BUSINESS ENGAGEMENT CENTER,3544
PEDS INTESTINAL FAILURE PRGM,3545
COE DEAN,3546
PROGRAM NSG EXCELLENCE,3547
MAIS COMMUNICATION,3548
CTR HEALTHCARE QUALITY & TRANS,3549
STUDT AFFS ASSOC VP-STU LEA DE,3550
COE ASSOC DEAN ACADEMIC AFFAIR,3551
UMH - CPDRI OPERATING,3552
RESEARCH REGULATORY AFFAIRS,3553
GIEU PROGRAM,3554
UMH CANCER CTR ACU ALLOCATION,3555
UMH DOMINO MED DERM PROF,3556
PRINT COPY MAIL ADMINISTRATION,3557
MAIS FINANCE & PLANNING,3558
NEWS SERVICE - PHOTO SERVICES,3559
CTO- NCCN,3560
UMH TBCC CLINIC TECH,3561
UMH PED ACUTE DIALYSIS,3562
MAIS HUMAN RESOURCES,3563
MAIL SERVICES,3564
UMH ANES BACK & PAIN CTR,3565
ARTS OF CITIZENSHIP II,3566
OUD RECEPTION DESK,3567
UMH MAINTENANCE CONTRACT,3568
UMH MCIT NORTH CAMPUS DATA CTR,3569
PHARMACY PHARMACEUTICAL SCI,3570
GROUNDS & WASTE MANAGEMENT-SVC,3571
UMH CANCER SPLIT FUND,3572
DBN SCH OF ED-EARLY CHILD ED,3573
MICHR IT EXPANSION,3574
MED ED/CLINICAL SIMULATON CNTR,3575
UMH VA DENTISTRY H.O.,3576
RESPONSE TEAM,3577
ROSS SCH CPOS,3578
CHF TXP IP NPP SERVICE,3579
CTO-RESEARCH NURSES,3580
UMH- SOUTH MAIN RAD,3581
UMH PED CRRT/TPE,3582
UMH OPS & ANCIL SVCS. ADMINHHC,3583
CTR FOR EDUCATIONAL OUTREACH,3584
ROSS SCH SUPPLY CHAIN MGMT,3585
UMH ECT - NURSING SERVICES,3586
UMH C&W ADVOCACY,3587
STUDENT AFFAIRS - MAJOR GIFTS,3588
UMH- THYROID CLINIC RAD,3589
NWC APTS FAC ADMIN,3590
UMH PSYCH ADULT I/P,3591
IT SEC SVCS,3592
UMTRI/SPH YOUNG DRIVER RES CTR,3593
LSA UG: IDEA INSTITUTE,3594
CTR FOR ETHICS& PUBLIC LIFE,3595
DRDA - RESEARCH SERVICES,3596
UMH AUDIOLOGY PEDIATRIC,3597
"FLINT COMP SCIENCE, ENG AND PH",3598
CTO-CLIN RES SPECIMEN SERVICE,3599
FGP PROFESSIONAL BILLING,3600
UMH 7C CARDIOLOGY,3601
DENT PROSTHODONTICS,3602
OUA RECRUITMENT ADMINISTRATION,3603
DENT PERIODONTICS AND ORAL MED,3604
DENT ORTHO/PEDS DENTISTRY,3605
UMHAA MEALSONWHEELS -OPERATING,3606
UMH CC CLERICAL FLOAT POOL,3607
DENT ORTHODONTICS,3608
DBN COL OF BUS-MGMT STUDIES,3609
TECHNICAL INFRASTRUCTURE OPS,3610
DENT BIO & MATERIALS SCIENCE,3611
"PHARMACY CLIN, SOC & ADMIN SCI",3612
OUA AVP AND OPERATIONS,3613
DENT ORAL PATHOLOGY,3614
DENT INFORMATICS,3615
"DENTCARIOLOGY,RESTOR SCI &ENDO",3616
FIELD OPERATIONS BUREAU,3617
UMH PSYCH DEPRESSION,3618
UMH MCIT UMCL CLIN SUPPORT,3619
UMH SURGICAL OBSERVATION UNIT,3620
UMH CAMPUS OCC HLT SVC,3621
DENT ORAL MED/PATH/ONCOLOGY,3622
UMH 4B SURGICAL,3623
SCHOOL OF KINESIOLOGY,3624
FLINT DEVELOPMENT & ALUMNI REL,3625
DBN COL OF BUS-ACCTG & FINANCE,3626
DENT PEDIATRIC,3627
STAFF OPERATIONS BUREAU,3628
COE - OFFICE OF ADVANCEMENT,3629
UMH- MEDICAL OBSERVATION UNIT,3630
LSA ELI: TESTING DIVISION,3631
UMH MCIT CUSTOMER SRV CTR,3632
PHARMACY MEDICINAL CHEMISTRY,3633
MICHR - CTSA,3634
OUA APPL EVALUATION & REVIEW,3635
OUA SYSTEMS AND RESEARCH,3636
DENTALUMNI REL & CONT DENT EDU,3637
FGP QUALITY MANAGEMENT PROGRAM,3638
UMH 7A-1,3639
OUA PROCESSING,3640
FLINT OFF OF EXTENDED LEARNING,3641
DBN CASL WRITING & PRGM CTR,3642
INFO SYS SHARED SUPPORT,3643
UMH CARDIO POST TRANSPLANT,3644
G. FORD SC PUB POL,3645
UM CENTER FOR GLOBAL HEALTH,3646
ALLERGY MNIMBS,3647
UMH H.O. FELLOWS ORTHOPAEDICS,3648
UMH MEND AT DOMINO'S FARMS,3649
UMH POD D GI LUMIN TECH,3650
DBN COLLEGE OF BUSINESS,3651
UMH PHYSICIAN ASST-MEDOBSUNIT,3652
UMH MED OBS ADMIN,3653
DENT ORAL SURGERY @ HOSPCLINIC,3654
DENT DEAN'S OFFICE,3655
DBN STUDENT SUCCESS CENTER,3656
DENT PRE-DOCTORAL STUDIES,3657
NCRC OPERATIONS,3658
UMH TC-ADULT MEDICAL OBS UNIT,3659
OFFICE OF THE CHIEF,3660
UMH MCIT CUSTOMER APP MGMT,3661
DENT CLINIC BILLING OFC,3662
LEARNING MANAGEMENT SERVICES,3663
DENT MAXILLOFACIAL SURGERY,3664
OFC ASSOC PROV ACAD & FAC AFF,3665
UMH NEUROLOGY IOM,3666
UMH PAT BEDSIDE TELEPHONE,3667
UMH PMR-MED REHAB ADMIN,3668
UMH TC - KIDNEY PRE,3669
UMH PEDS OP OT-PT AT MILESTONE,3670
DENT BUDGET & FINANCE,3671
HEALTH & WELL BEING ADMIN,3672
UMH BRIARWOOD BUILDING 2,3673
DENT HOSPITAL DENTISTRY,3674
FLEMING SHARED SERVICES,3675
FGP OPERATIONS,3676
DESIGN SCIENCE PROGRAM,3677
UMH MCIT UMCL TECH SUPPORT,3678
MEDICAL OBSERVATION UNIT - EM,3679
THORACIC ENDOGRAFT CIF,3680
DENT CLINIC OPERATIONS,3681
FLINT EARLY CHILDHOOD EDU,3682
TECHNICAL SUPPORT UNIT,3683
UMH CARDIO PRE TRANSPLANT,3684
DENT OFFICE OF RESEARCH,3685
LARGO,3686
DENT COMMUNITY DENTAL CLINIC,3687
CASL TECHNICAL SUPPORT,3688
DENT MCOHR-CLINICAL RESEARCH,3689
FLINT ADM INFORMATION MGT SVCS,3690
HIGH PERF COMPUTING IN ENGIN,3691
INTERNAL COMMUNICATIONS,3692
ADVANCE PROGRAM WITHIN IRWG,3693
DENT ACADEMIC AFFAIRS,3694
LSA II: ARMENIAN STUDIES,3695
DENT RECRUITMENT & ADMISSIONS,3696
SRO/SMP STATISTICAL UNIT,3697
FLINT LAUNCH,3698
UMH CANTON SPECIALTY CORE,3699
PEDIATRICS PRIMARY CARE,3700
COE ASSOC DEAN FOR ENTREP PROG,3701
ROSS SCH LEADERSHIP INITIATIVE,3702
ROSS SCH PART-TIME MBA PROGRAM,3703
DENT DEV & ALUMNI RELATIONS,3704
COMMUNICATIONS SECTION,3705
DENT OROFACIAL PAIN CLINIC,3706
UMH INT MED FAC HOSPITALISTS,3707
UMH MCIT INFRA SRV CONT MGMT,3708
DENT DENTAL HYGIENE,3709
DENT ENDODONTICS,3710
DENT OM SURGERY/HD,3711
COE ARTS ON EARTH,3712
RADIATION ONCOLOGY - CAN BIO,3713
UMH OTHER H.O. ANESTHESIA,3714
DENT PERIODONTICS,3715
UMH NEUROLOGY STROKE PROGRAM,3716
DENT REGISTRAR,3717
LIBRARY CORE SERVICES,3718
LIBRARY WEB SERVICES,3719
DENT SINDECUSE DENTAL MUSEUM,3720
COE TECH TRANSFER & COMM,3721
UMH TC - ACCT ORGAN PROCUREMNT,3722
LSA UG: MUSEUM STUDIES MINOR,3723
DENT COMMUNITY & OUTREACH PROG,3724
UMH AORTIC PROGRAM,3725
UMH BCBSM LEAN COORDINATING,3726
NUTRITION & WEIGHT MGMT SVCS,3727
EN ESPANOL,3728
COE MEDIA AND MARKETING,3729
UM CNTER FOR ETHICS,3730
UMTRI/SPH CTR INJURY PREV YTH,3731
ALUMNI ASSOCIATION - CAMPS,3732
DENT FACILITIES,3733
SRC-SURVEY METHODOLOGY PROG,3734
CONFUCIUS INSTITUTE,3735
UMTRI - SMART PROGRAM,3736
